NombreDepartamento,mpio_cdpmp,NombreEntidad,Población,Año
Cundinamarca,25572,Puerto Salgar,17729.0,2012
Cundinamarca,25580,Pulí,2960.0,2012
Cundinamarca,25592,Quebradanegra,4721.0,2012
Cundinamarca,25594,Quetame,6974.0,2012
Cundinamarca,25596,Quipile,8174.0,2012
Cundinamarca,25599,Apulo,7813.0,2012
Cundinamarca,25612,Ricaurte,9044.0,2012
Cundinamarca,25645,San Antonio del Tequendama,12883.0,2012
Cundinamarca,25649,San Bernardo,10564.0,2012
Cundinamarca,25653,San Cayetano,5329.0,2012
Cundinamarca,25658,San Francisco,9170.0,2012
Cundinamarca,25662,San Juan de Río Seco,9687.0,2012
Cundinamarca,25718,Sasaima,10543.0,2012
Cundinamarca,25736,Sesquilé,12576.0,2012
Cundinamarca,25740,Sibaté,36357.0,2012
Cundinamarca,25743,Silvania,21840.0,2012
Cundinamarca,25745,Simijaca,12417.0,2012
Cundinamarca,25754,Soacha,477918.0,2012
Cundinamarca,25758,Sopó,25053.0,2012
Cundinamarca,25769,Subachoque,15174.0,2012
Cundinamarca,25772,Suesca,16334.0,2012
Cundinamarca,25777,Supatá,5000.0,2012
Cundinamarca,25779,Susa,11466.0,2012
Cundinamarca,25781,Sutatausa,5321.0,2012
Cundinamarca,25785,Tabio,25121.0,2012
Cundinamarca,25793,Tausa,8483.0,2012
Cundinamarca,25797,Tena,8533.0,2012
Cundinamarca,25799,Tenjo,19496.0,2012
Cundinamarca,25805,Tibacuy,4826.0,2012
Cundinamarca,25807,Tibirita,2966.0,2012
Cundinamarca,25815,Tocaima,18050.0,2012
Cundinamarca,25817,Tocancipá,29511.0,2012
Cundinamarca,25823,Topaipí,4581.0,2012
Cundinamarca,25839,Ubalá,11066.0,2012
Cundinamarca,25841,Ubaque,6373.0,2012
Cundinamarca,25843,Villa de San Diego de Ubate,38169.0,2012
Cundinamarca,25845,Une,8837.0,2012
Cundinamarca,25851,Útica,4981.0,2012
Cundinamarca,25862,Vergara,7662.0,2012
Cundinamarca,25867,Vianí,4162.0,2012
Cundinamarca,25871,Villagómez,2165.0,2012
Cundinamarca,25873,Villapinzón,18764.0,2012
Cundinamarca,25875,Villeta,24870.0,2012
Cundinamarca,25878,Viotá,13370.0,2012
Cundinamarca,25885,Yacopí,16789.0,2012
Cundinamarca,25898,Zipacón,5401.0,2012
Cundinamarca,25899,Zipaquirá,116215.0,2012
Chocó,27000,Chocó,9944895.0,2012
Chocó,27001,Quibdó,115052.0,2012
Chocó,27006,Acandí,9842.0,2012
Chocó,27025,Alto Baudo,34117.0,2012
Chocó,27050,Atrato,9158.0,2012
Chocó,27073,Bagadó,8178.0,2012
Chocó,27075,Bahía Solano,9255.0,2012
Chocó,27077,Bajo Baudó,17086.0,2012
Chocó,27099,Bojaya,10047.0,2012
Chocó,27135,El Cantón del San Pablo,7396.0,2012
